label,text
ham,Ic. There are a lotta childporn cars then.
ham,"Aight yo, dats straight dogg"
ham,If we win its really no 1 side for long time.
ham,Ya even those cookies have jelly on them
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,on hen night. Going with a swing
ham,Hi good mornin.. Thanku wish u d same..
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
ham,Got smaller capacity one? Quite ex...
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,Lol they were mad at first but then they woke up and gave in.
ham,Dude ive been seeing a lotta corvettes lately
ham,So u gonna get deus ex?
ham,Y so late but i need to go n get da laptop...
ham,… and don‘t worry we‘ll have finished by march … ish!
ham,Ay wana meet on sat?ü wkg on sat?
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
ham,Pls go there today  &lt;#&gt; . I dont want any excuses
ham,He remains a bro amongst bros
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,I am on the way to tirupur.
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
ham,What about this one then.
ham,Shopping lor. Them raining mah hard 2 leave orchard.
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,Hey mr whats the name of that bill brison book the one about language and words 
ham,Don know..wait i will check it.
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
ham,Not directly behind... Abt 4 rows behind ü...
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
ham,Ok lar... Joking wif u oni...
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham,"Short But Cute: Be a good person, but dont try to prove it.. .Gud noon...."
ham,Noice. Text me when you're here
ham,What should i eat fo lunch senor
ham,"Jus chillaxin, what up"
ham,"Babe, I'm back ... Come back to me ..."
ham,Ü thk of wat to eat tonight.
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
ham,Morning only i can ok.
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,This pain couldn't have come at a worse time.
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
ham,Dont talk to him ever ok its my word.
ham,Normally i use to drink more water daily:)
ham,"Yep, by the pretty sculpture"
ham,Nobody names their penis a girls name this story doesn't add up at all
ham,"And how you will do that, princess? :)"
ham,No calls..messages..missed calls
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,Prepare to be pleasured :)
ham,Any way where are you and what doing.
ham,Was the actual exam harder than NBME
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham,S:)8 min to go for lunch:)
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,I'm thinking that chennai forgot to come for auction..
ham,Then anything special?
ham,Well I might not come then...
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,U come n search tat vid..not finishd..
ham,"Aight, text me tonight and we'll see what's up"
ham,Whats the staff name who is taking class for us?
ham,Rats. Hey did u ever vote for the next themes?
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
ham,Moji i love you more than words. Have a rich day
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
ham,"fyi I'm at usf now, swing by the room whenever"
ham,thanks for the temales it was wonderful. Thank. Have a great week.
ham,I am not having her number sir
ham,Pls come quick cant bare this.
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,Hi. I'm sorry i missed your call. Can you pls call back.
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,O ic lol. Should play 9 doors sometime yo
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,Doing project w frens lor. 
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
ham, what number do u live at? Is it 11?
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
ham,Please tell me not all of my car keys are in your purse
ham,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? 
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
ham,Ya very nice. . .be ready on thursday
ham,Lol. Well quality aint bad at all so i aint complaining
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
ham,You intrepid duo you! Have a great time and see you both soon. 
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,Blank is Blank. But wat is blank? Lol
ham,I think chennai well settled?
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,"Haha better late than ever, any way I could swing by?"
ham,Got meh... When?
ham,Yar lor... How u noe? U used dat route too?
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
ham,Is fujitsu s series lifebook good?
ham,Can ü send me a copy of da report?
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,Can you do a mag meeting this avo at some point?
spam,FROM 88066 LOST £12 HELP
ham,How. Its a little difficult but its a simple way to enter this place
ham,I'm in inside office..still filling forms.don know when they leave me.
ham,Yo! Howz u? girls never rang after india. L
ham,I just saw ron burgundy captaining a party boat so yeah
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,I ask if u meeting da ge tmr nite...
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,I dont understand your message.
ham,Get ready for  &lt;#&gt;  inches of pleasure...
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Happy new years melody!
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
ham,Mm yes dear look how i am hugging you both. :-P
ham,Moji just informed me that you saved our lives. Thanks.
ham,Yup i'm free...
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
ham,No message..no responce..what happend?
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,Your pussy is perfect!
ham,Only once then after ill obey all yours.
ham,So i could kiss and feel you next to me...
ham,"So check your errors and if you had difficulties, do correction."
ham,Oh k:)after that placement there ah?
ham,In e msg jus now. U said thanks for gift.
ham,Dunno y u ask me.
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
ham,K tell me anything about you.
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
ham,Networking technical support associate.
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
ham,Cuz ibored. And don wanna study
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
ham,After the drug she will be able to eat.
ham,Home so we can always chat
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,here is my new address -apples&pairs&all that malarky
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,Also remember to get dobby's bowl from your car
ham,K..i deleted my contact that why?
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,Am I the only one who doesn't stalk profiles?
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,I will be outside office take all from there
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,Cos daddy arranging time c wat time fetch ü mah...
ham,"Yeah, that's fine! It's £6 to get in, is that ok? "
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
ham,Ü called dad oredi...
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,aathi..where are you dear..
ham,I plane to give on this month end.
ham,Then dun wear jeans lor...
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
ham,I tagged MY friends that you seemed to count as YOUR friends.
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,Yes! How is a pretty lady like you single?
ham,"There're some people by mu, I'm at the table by lambda"
ham,Text her. If she doesnt reply let me know so i can have her log in
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,Excellent! Wish we were together right now!
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,"Didn't try, g and I decided not to head out"
ham,Ok. There may be a free gym about.
ham,"Probably, want to pick up more?"
ham,Give me a sec to think think about it
ham,I can send you a pic if you like :)
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Oh god..taken the teeth?is it paining
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
ham,"St andre, virgil's cream"
ham,I want  &lt;#&gt;  rs da:)do you have it?
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,Hey what are you doing. Y no reply pa..
ham,Kent vale lor... Ü wait 4 me there ar?
ham,Ok...
ham,Hui xin is in da lib.
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Teach me apps da. When you come to college.
ham,Yep. I do like the pink furniture tho.
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
ham,Men like shorter ladies. Gaze up into his eyes.
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx"
ham,I am great! How are you?
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly what i want to do, not what i need to do."
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,Happy new year to u too!
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
ham,When u wana see it then
ham,Ok
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Come to medical college at 7pm ......forward it da
ham,Hi :)finally i completed the course:)
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,Webpage s not available!
ham,I'm in class. Will holla later
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,How many licks does it take to get to the center of a tootsie pop?
ham,Man this bus is so so so slow. I think you're gonna get there before me
ham,Did you see that film:)
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,Just now saw your message.it k da:)
ham,"Nah, I'm a perpetual DD"
ham,"Greetings me, ! Consider yourself excused."
ham,Those ducking chinchillas
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,I am great princess! What are you thinking about me? :)
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,Dear got bus directly to calicut
ham,Crucify is c not s. You should have told me earlier.
ham,3 pa but not selected.
ham,We have pizza if u want
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,"Cool, I'll text you when I'm on the way"
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Convey my regards to him
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,K do I need a login or anything
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
ham,Where are you lover ? I need you ...
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
ham,I know you mood off today
ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...
ham,U attend ur driving lesson how many times a wk n which day?
ham,"Sorry, I'll call later  &lt;#&gt; mins"
ham,When are you going to ride your bike?
ham,No message..no responce..what happend?
ham,Ok lor.
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,Oh for fuck's sake she's in like tallahassee
ham,"Sure, I'll see if I can come by in a bit"
ham,Ever green quote ever told by Jerry in cartoon A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt
ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,Just wanted to say holy shit you guys weren't kidding about this bud
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
ham,You will be in the place of that man
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,Ok set let u noe e details later...
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Havent.
ham,Good night. Am going to sleep.
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Lol no ouch but wish i'd stayed out a bit longer
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The sleep on a couch link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,K..k..i'm also fine:)when will you complete the course?
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,Ok lor ü reaching then message me.
ham,"I just lov this line: Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie gud ni8 and sweet dreams"
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:Dont wake up early in d mrng'' GOOD night"
ham,Lol! Oops sorry! Have fun. 
ham,What happen dear tell me
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Reverse is cheating. That is not mathematics.
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
ham,What type of stuff do you sing?
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,Eatin my lunch...
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,That is wondarfull song
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,What was she looking for?
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
ham,Pete can you please ring meive hardly gotany credit
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
ham,I uploaded mine to Facebook
ham,I am going to sao mu today. Will be done only at 12 
ham,Wif my family booking tour package.
ham,Mmmm.... I cant wait to lick it!
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
ham,IM GONNA MISS U SO MUCH
ham,Where did u go? My phone is gonna die you have to stay in here
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,Compliments to you. Was away from the system. How your side.
ham,"Come round, it's . "
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,Dear i am not denying your words please
ham,Come by our room at some point so we can iron out the plan for this weekend
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
ham,Msg me when rajini comes.
ham,Early bird! Any purchases yet?
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Dear got train and seat mine lower seat
ham,Lol its ok I didn't remember til last nite
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
ham,Thank you. do you generally date the brothas?
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
ham,Not a drop in the tank
ham,Please ask mummy to call father
ham,No let me do the math. Your not good at it.
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
ham,What time is ur flight tmr?
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham,But we havent got da topic yet rite?
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,After completed degree. There is no use in joining finance.
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,Ok lor... But buy wat?
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,I;m reaching in another 2 stops.
spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321."
ham,K.i did't see you.:)k:)where are you now?
ham,K and you're sure I don't have to have consent forms to do it :V
